portal_rank_247,player_name,role,team,new_team,conf,GP,Min_per,min_factor,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec_Rank,ast_tov,rimmade,rimmade_rimmiss,midmade,midmade_midmiss,rim_pct,mid_pct,dunksmade,dunksmade_dunksmiss,dunk_pct,pick,drtg,adrtg,dporpag,stops,bpm,bpm_adj,adj_bpm2,obpm,dbpm,gbpm,adj_gbpm,min_adj_gbpm,mp,mp_factor,cam_gbpm,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,idk,dob,gp_weight,cam_gbpm_v2,min_adj_gbpm_v2,conf_sos,sos_adj,adj_gbpm_sos,cam_gbpm_v3,min_adj_gbpm_v3
,Anthon McDermott,Combo G,Texas,,SEC,6,1.1,0.405,133.7,16.5,75,75,7.9,15.4,11.7,23.1,0,0,0,0,0,0,2,4,0.5,0,3.8,0,Fr,6-4,33,0.271737,123.078,0,2026,126600,"Longview, TX",,1,0,0,0,0,,,0,0,,,107.6,112.32,0.195095,2.96344,9.12853,9.674,8.559,7.20821,1.92032,10.2672,9.607,3.893,2.8286,0.173,1.664,7.59833,2.66889,0.2857,0.2857,0.5714,0.2857,0.2857,0,0.8571,15.0668,2005-10-15,0.429,0.713,1.669,3.920,1.960,11.567,0.859,2.009
,Joel Armotrading,C,Nevada,,MWC,21,23.6,0.989,113.2,17.2,50.7,59.13,10.9,17.5,5.9,18.6,41,53,0.774,34,67,0.507,0,0,0,7.2,1.4,79.1,Sr,6-10,21,1.12266,111.789,6.2,2026,77845,"London, England, United Kingdom",,0.57891249,24,46,10,21,0.5217,0.4762,11,15,0.7333,,103.472,100.213,1.97437,68.1265,3.48207,30.587,3.093,-0.780039,4.26211,0.875815,0.691,0.684,16.8571,0.802,0.554,-1.44268,2.31849,1.5714,2.4762,4.0476,0.5238,0.381,0.9524,5.1905,0,2002-10-15,0.724,0.401,0.495,1.567,0.783,1.474,0.857,1.056
,Ismaila Diagne,C,Gonzaga,,WCC,28,14,0.638,95.5,11.7,50,48.19,11.3,26.1,2.8,24.7,6,15,0.4,12,24,0.5,0,0,0,9.9,1.2,62.5,So,7-0,24,-0.159221,85.8231,6.7,2026,127635,"Nguekhokhe, Senegal",,0.40016802,10,19,2,5,0.5263,0.4,2,4,0.5,,87.8972,84.9746,1.2016,49.344,3.08393,12.961,3.652,-4.02919,7.11312,0.408296,1.175,0.750,7.0107,0.618,0.726,-4.15213,4.56043,0.6786,1.7143,2.3929,0.1429,0.1429,0.5714,1.0714,0,2006-12-20,0.778,0.565,0.583,1.197,0.598,1.774,0.853,0.880
,Erik Pratt,Combo G,Stony Brook,,CAA,29,83.4,1.412,102.6,31.7,48.1,51.79,2.7,13.9,26.3,15.3,105,142,0.739,151,313,0.482,53,166,0.319,0.9,1.8,29.6,Sr,6-5,1,2.72351,115.132,2.7,2026,75911,"Lake Worth, FL",,1.29414454,95,189,56,124,0.5026,0.4516,4,4,1,,108.685,111.749,2.70614,167.624,-0.498814,90.246,0.108,0.772582,-1.2714,0.0775706,1.027,1.450,34.3567,1.508,1.549,1.43535,-1.35777,0.8,4.1,4.9,3.6667,1.1,0.2667,19.4,9.82638,2001-10-15,0.784,1.214,1.136,-0.623,-0.311,0.715,0.846,0.792
,Oleksandr Kobzystyi,Wing F,Oregon,,B10,19,14,0.741,121.7,12.9,53.6,55.11,5.2,10.4,6.6,5.2,6,9,0.667,9,19,0.474,9,23,0.391,0.7,0.7,21.4,Sr,6-8,6,0.80387,116.849,4.4,2026,127033,"Kremenchuk, Ukraine",,2.99905039,8,11,1,8,0.7273,0.125,1,1,1,,116.213,108.137,0.861369,23.3404,-0.229325,19.294,-0.320,0.811206,-1.04053,0.0676954,0.063,0.047,9.4632,0.618,0.039,-0.0033396,0.071035,0.4211,0.8421,1.2632,0.3158,0.1053,0.0526,2.6842,7.67826,2003-05-23,0.704,0.028,0.033,3.756,1.878,1.941,0.844,1.012
,Andrej Kostic,Wing G,Kansas St.,,B12,23,24.7,0.893,102.1,19.2,51.9,53.49,3.6,9.9,12.2,18.8,10,13,0.769,10,26,0.385,30,80,0.375,0.7,1.5,12.3,Fr,6-6,47,0.606397,105.096,4.1,2026,134470,"Belgrade , Serbia",79.2,1.09529027,9,22,1,4,0.4091,0.25,0,0,,,114.2,108.234,1.24515,49.3255,-1.07781,35.247,-0.936,0.163542,-1.24135,-0.480002,-0.395,-0.353,13.7304,0.821,-0.324,0.209836,-0.689838,0.4348,1.2174,1.6522,1,0.3913,0.087,5.2174,13.7617,2006-11-02,0.742,-0.241,-0.262,3.557,1.779,1.383,0.843,0.916
,Jacob Ognacevic,Wing F,Washington,,B10,12,11.3,0.852,113.6,12.2,63,62.98,7.1,3.8,3.3,22.6,3,5,0.6,5,9,0.556,8,18,0.444,0,1.2,18.5,Sr,6-8,41,0.739737,109.4,4.5,2026,73714,"Sheboygan, WI",,0.42859592,5,5,0,4,1,0,0,0,,,114.114,104.508,1.29691,18.4213,1.17125,19.802,0.869,1.339,-0.167751,0.695183,0.644,0.549,12.5167,0.555,0.357,0.0252899,0.669893,0.75,0.4167,1.1667,0.25,0.25,0,3.0833,7.0518,2002-01-29,0.600,0.214,0.329,3.756,1.878,2.521,0.840,1.290
,Jacob Patrick,Wing G,Utah,,B12,10,15.8,1.086,129.4,12.7,66,65.57,0.6,7.5,4.6,6.8,2,4,0.5,5,10,0.5,20,43,0.465,2.9,0.9,7.5,Jr,6-6,6,1.71012,116.949,6.1,2026,134179,"Ludwigsburg, Germany",,1.6666666,2,5,3,5,0.4,0.6,0,0,,,118.934,117.935,1.14326,27.5926,2.2656,25.115,1.712,2.77324,-0.507644,0.72526,0.513,0.557,20.3,0.657,0.337,1.13616,-0.4109,0.1,1.3,1.4,0.5,0.3,0.6,7.2,12.4055,2004-10-15,0.556,0.187,0.309,3.557,1.779,2.291,0.836,1.382
,Griffen Goodbary,Stretch 4,Drake,,MVC,30,30.5,0.873,127.2,13.6,56.6,59.93,7.7,14.5,12.5,11,25,36,0.694,22,36,0.611,11,32,0.344,2.1,0.9,52.9,Fr,6-10,2,1.13708,117.546,4.1,2026,135527,"Sioux Falls, SD",,2.15411132,21,33,1,3,0.6364,0.3333,8,11,0.7273,,112.716,113.258,0.953365,64.1869,0.343785,23.458,0.210,1.09474,-0.750958,1.10928,0.923,0.806,13.1406,0.912,0.842,1.03748,0.0718029,0.875,1.7812,2.6562,0.875,0.2188,0.2812,3.5,4.78435,2006-10-15,0.789,0.665,0.637,0.457,0.228,1.152,0.829,0.794
,Percy Daniels,C,Tulane,,Amer,31,39.8,0.978,123.9,7.9,65,67.88,4.8,10.7,8.6,20.2,21,29,0.724,26,39,0.667,0,1,0,10.3,1.4,72.5,Sr,6-9,23,0.767213,105.839,7.3,2026,76229,"Baton Rouge, LA",50.6,1.53327644,25,35,1,4,0.7143,0.25,9,9,1,,109.946,110.052,1.38485,89.9577,3.11063,12.404,3.815,-2.15113,5.26176,-0.892812,0.705,0.689,16.4594,1.042,0.735,-3.98459,3.09178,0.6875,1.5312,2.2188,0.7188,0.375,1.5,2.3438,0.114359,2002-12-17,0.795,0.584,0.548,0.591,0.296,1.001,0.829,0.778
,Jack Stanton,Combo G,Princeton,,Ivy,22,61.9,1.343,118.7,16.8,54.4,59.28,2.4,11.4,11.8,11.1,45,48,0.938,17,36,0.472,55,147,0.374,0.5,1.8,26.2,So,6-2,21,2.29627,113.408,2.5,2026,128160,"Downers Grove, IL",43.8,1.80963856,12,23,5,13,0.5217,0.3846,0,0,,,112.441,113.141,2.31669,106.574,1.3469,43.318,1.337,2.25515,-0.908253,1.13479,1.092,1.466,31.0696,1.299,1.419,1.23509,-0.100299,0.6087,2.913,3.5217,1.6522,0.913,0.1304,10.8696,13.0883,2005-10-15,0.733,1.040,1.075,-0.445,-0.223,0.869,0.828,0.856
,Keyshuan Tillery,Scoring PG,Cincinnati,,B12,31,29.1,0.850,91.4,21.4,44.4,47.85,1.7,9.3,26.7,25.9,21,30,0.7,24,60,0.4,16,48,0.333,1.2,2.4,27.8,Fr,6-0,7,0.203961,97.115,3.2,2026,134689,"Albany, NY",88.8,1.51361533,19,38,5,22,0.5,0.2273,0,0,,,99.3637,94.839,1.69843,68.9092,-0.30292,36.620,-0.898,-2.48324,2.18032,0.0459781,-0.610,-0.518,12.4323,0.891,-0.543,-2.55831,2.60429,0.1935,1.0323,1.2258,1.8065,0.5161,0.129,3.7742,7.20727,2006-09-19,0.795,-0.432,-0.412,3.557,1.779,1.169,0.828,0.789
,Amir Jenkins,Scoring PG,West Virginia,,B12,32,36.1,0.967,94.5,17.4,37.3,40.83,2.3,13.5,23.6,15.9,28,52,0.538,29,82,0.354,8,28,0.286,0,2.4,47.3,Fr,6-2,2,0.129032,94.7061,3.7,2026,134012,"Worcester, MA",61.4,2.82582069,13,37,16,45,0.3514,0.3556,0,0,,,101.413,97.1092,2.05623,88.3866,-0.523368,34.141,-0.687,-2.72649,2.20312,-0.506131,-0.737,-0.713,16.0906,0.992,-0.732,-3.56381,3.05768,0.3125,1.8125,2.125,2.0312,0.625,0,3.4375,3.37261,2006-10-15,0.800,-0.585,-0.570,3.557,1.779,1.041,0.827,0.805
,Jaylon Dean-Vines,Combo G,Vanderbilt,,SEC,10,1.7,0.380,123.7,16,90,82.19,9.5,9,14.4,28.6,0,1,0,3,3,1,1,2,0.5,0,4.6,20,Fr,6-4,12,0.228209,118.78,3.2,2026,133724,"Dallas, TX",52,1,2,2,1,1,1,1,0,0,,,104.317,101.336,0.285408,4.86456,8.86246,8.797,8.157,5.86482,2.99764,5.34615,4.907,1.866,2.49,0.215,1.057,2.61538,2.73077,0.2,0.2,0.4,0.2,0.2,0,0.9,4.61401,2006-10-15,0.556,0.587,1.036,3.920,1.960,6.867,0.822,1.450
,Colin Smith,Wing F,UC Santa Barbara,,BW,30,72.8,1.304,115.7,19.7,55.3,61.04,5.4,12.3,9.9,17.4,94,115,0.817,62,123,0.504,46,114,0.404,0.7,1.1,48.5,Sr,6-8,7,2.37731,115.904,3.3,2026,77264,"Dallas, TX",75.2,0.84903782,45,64,17,59,0.7031,0.2881,1,1,1,,111.142,113.773,2.08023,129.767,0.534611,50.685,0.775,1.65547,-1.12086,0.716116,0.963,1.256,29.2935,1.409,1.357,1.80292,-1.0868,1.2581,2.9355,4.1935,1.4516,0.5161,0.1935,11.9032,7.64857,2003-10-15,0.789,1.071,0.991,-0.450,-0.225,0.738,0.821,0.760
,Matthew MacLellan,C,Notre Dame,,ACC,9,3.4,0.529,151.3,13.3,85.7,82.32,5.3,24.2,4.6,10.3,5,7,0.714,6,7,0.857,0,0,0,3.1,0,100,Sr,6-9,34,0.857835,143.752,6.5,2026,134663,"Canton, MI",,1,6,7,0,0,0.8571,,0,0,,,110.068,105.541,0.481253,7.7337,2.10485,12.946,1.738,1.86549,0.239358,4.01354,3.479,1.839,4.8111,0.305,1.060,2.09811,1.91544,0.2222,1,1.2222,0.1111,0,0.1111,1.8889,0,2003-10-15,0.529,0.561,0.973,3.209,1.605,5.083,0.820,1.422
,Josh Hayes,C,Utah,,B12,32,32.9,0.876,120.7,11.2,63.8,63.81,9.4,8.3,3.7,17.4,17,28,0.607,37,58,0.638,0,0,0,7.3,0.3,48.3,Jr,6-9,7,0.889963,111.855,5.7,2026,134233,"Gainesville, FL",,0.64274284,33,49,4,9,0.6735,0.4444,8,9,0.8889,,117.495,110.93,1.07038,62.1952,2.46623,17.459,2.299,0.0579835,2.40824,-1.23406,-0.699,-0.612,13.2125,0.947,-0.662,-2.11471,0.880649,1.0625,0.9375,2,0.2812,0.0625,0.9688,2.8438,0,2004-10-15,0.800,-0.530,-0.490,3.557,1.779,1.079,0.818,0.756
,JaVar Daniel,PF/C,West Georgia,,ASun,29,46,1.056,119.6,18.2,55.1,57.39,9.4,21.5,6.1,10.1,34,48,0.708,79,150,0.527,9,18,0.5,9.1,2.3,28.6,Jr,6-10,5,1.2194,110.854,4.3,2026,79462,"Memphis, TN",,1.10523735,57,92,22,58,0.6196,0.3793,22,23,0.9565,,106.349,106.499,1.83833,125.911,2.64654,35.631,2.258,-1.04272,3.68926,2.08978,1.925,2.032,19.1935,1.120,2.156,0.415856,1.67392,1.7742,3.5484,5.3226,0.6774,0.8065,1.7742,7.4194,1.83588,2004-10-15,0.784,1.690,1.592,-1.988,-0.994,0.931,0.817,0.770
,Jikari Johnson,Wing G,Chattanooga,,SC,26,29.3,0.893,119.5,22.1,58.3,62.62,5.2,11.7,7.7,10.4,39,50,0.78,21,39,0.538,28,69,0.406,2.5,1.6,46.3,Sr,6-4,3,1.12066,117.101,3.9,2026,134903,"Durham, NC",,1.57125101,20,33,1,6,0.6061,0.1667,5,7,0.7143,,115.99,117.48,0.76519,54.247,-1.8675,41.147,-1.274,1.27635,-3.14385,1.38298,2.137,1.909,13.7414,0.894,1.911,3.26045,-1.87748,0.6552,1.5172,2.1724,0.7586,0.3793,0.2414,6.6897,12.1241,2003-10-15,0.765,1.461,1.460,-1.886,-0.943,1.194,0.817,0.816
,Riley Mulvey,C,Siena,,MAAC,26,33.5,1.025,119.8,14.4,60,63.52,12.8,14,16.1,23.9,17,20,0.85,42,69,0.609,0,1,0,5.5,1.1,28.6,Sr,7-0,55,1.03767,108.959,3.1,2026,75593,"Rotterdam, NY",58.4,1.57690001,36,52,6,16,0.6923,0.375,14,16,0.875,,102.388,107.674,1.66961,81.3794,3.68255,25.756,3.368,0.299035,3.38351,2.34904,2.157,2.212,18.1115,0.956,2.062,0.0504996,2.29854,1.8462,2.1538,4,1.5769,0.3077,0.8462,3.8846,0.1326,2002-10-08,0.765,1.577,1.691,-2.090,-1.045,1.112,0.813,0.872
,Jayden Fort,C,Georgetown,,BE,34,33.3,0.884,112.8,15.1,50.6,53.14,13.6,14.2,7.3,14.7,27,45,0.6,41,74,0.554,1,10,0.1,5.1,0.4,53.6,So,6-9,0,0.842593,110.621,4.5,2026,126519,"Washington, DC",,1.05879998,37,63,4,10,0.5873,0.4,12,14,0.8571,,109.691,105.39,1.3377,72.4573,2.35522,24.606,2.152,0.160392,2.19482,-0.555953,-0.489,-0.432,13.45,0.953,-0.466,-0.730082,0.17413,1.5588,1.6765,3.2353,0.5294,0.0882,0.5882,3.2941,1.30485,2005-10-15,0.810,-0.378,-0.350,3.081,1.540,1.051,0.811,0.752
,Jaden Clayton,Pure PG,Pacific,,WCC,31,77.1,1.331,102.6,20.1,43.8,47.19,1.4,11.4,37.6,24.3,40,54,0.741,55,128,0.43,32,107,0.299,0.1,2.2,23,Sr,6-1,6,1.26266,104.174,2.4,2026,77495,"Whitby, Canada",,2.59262574,38,81,17,47,0.4691,0.3617,0,0,,,106.571,105.493,3.08813,161.139,0.0635676,53.420,0.018,-0.194224,0.257791,0.237914,0.105,0.140,30.5121,1.450,0.152,-0.535594,0.773509,0.3333,3,3.3333,6.3636,1.1212,0.0303,7.9091,6.78724,2003-01-30,0.795,0.121,0.111,1.197,0.598,0.703,0.811,0.744
,Ethan Copeland,Combo G,Stetson,,ASun,31,80.1,1.365,113.7,20.6,56.5,58.74,1.6,12.5,13.5,12,48,57,0.842,57,122,0.467,96,234,0.41,0.2,2.8,16,Jr,6-2,1,2.07687,111.048,1.5,2026,134476,"South Jordan, UT",,1.54548868,35,62,22,60,0.5645,0.3667,0,1,0,,116.338,117.264,1.90176,168.309,0.892943,55.000,1.318,2.40061,-1.50767,1.35042,1.684,2.297,32.0697,1.478,2.489,2.22469,-0.874262,0.3939,3.303,3.697,2.0606,1.5152,0.0606,15,13.8375,2004-10-15,0.795,1.978,1.826,-1.988,-0.994,0.690,0.810,0.748
199,Isaiah Denis,Wing G,North Carolina,,ACC,10,2.5,0.439,121.9,20.9,64.3,63.55,3.5,15.9,6.2,8.4,1,2,0.5,3,6,0.5,4,8,0.5,0,1.8,14.3,Fr,6-4,5,0.341688,122.027,7.2,2026,133743,"Concord, NC",86.8,1,2,5,1,1,0.4,1,0,0,,,103.729,102.496,0.36718,6.14312,3.11044,16.986,3.606,3.69239,-0.581949,4.03532,3.943,1.731,3.32,0.261,1.030,1.63161,2.40371,0.1,0.5,0.6,0.1,0.1,0,1.9,14.0266,2006-10-15,0.556,0.572,0.962,3.209,1.605,5.548,0.805,1.353
,Peitok Machar,C,McNeese St.,,Slnd,32,30.4,0.853,134.3,12.6,69,66.14,14,14.8,0.9,9.7,25,45,0.556,40,57,0.702,0,1,0,7.8,1.8,77.6,So,6-10,15,1.21439,121.169,4.6,2026,134933,"Sydney, Australia",,0.33320742,34,50,6,7,0.68,0.8571,6,6,1,,100.658,101.349,1.39226,71.6958,3.18898,18.769,2.865,0.676074,2.5129,1.7872,1.545,1.317,12.5235,0.911,1.407,0.793733,0.993466,1.5,1.6176,3.1176,0.0882,0.4118,0.6765,3.5294,0.153203,2005-10-15,0.800,1.125,1.054,-0.883,-0.441,1.104,0.804,0.753
,Brock Vice,PF/C,Murray St.,,MVC,30,12.1,0.555,126.3,17.7,66.7,67.66,17.7,20.9,5.6,19.6,11,16,0.688,18,25,0.72,4,11,0.364,3.9,2.1,44.4,Fr,6-10,6,0.563764,122.945,6.8,2026,78260,"Memphis, TN",,0.50015004,17,23,1,2,0.7391,0.5,8,9,0.8889,,105.951,106.2,0.519349,34.6857,3.37983,17.784,3.296,2.71556,0.664267,1.60284,1.543,0.857,5.3133,0.575,0.887,1.07651,0.526325,0.8333,1,1.8333,0.1667,0.2,0.2333,1.9667,3.81546,2004-10-15,0.789,0.700,0.677,0.457,0.228,1.772,0.804,0.777
,Samis Calderon,Wing F,Kansas,,B12,16,4.7,0.490,67.8,11.3,33.3,33.9,3.5,14.8,9.6,31.5,2,6,0.333,2,3,0.667,0,3,0,6.6,1.8,100,Fr,6-8,6,-0.417945,62.9856,2.4,2026,134192,"Espirito Santo, Brazil",71,1,2,3,0,0,0.6667,,2,2,1,,98.0957,92.2784,0.598696,13.6171,2.20205,9.990,2.997,-4.42028,6.62233,0.79433,1.586,0.777,4.1312,0.358,0.568,-3.98156,4.77589,0.125,0.625,0.75,0.25,0.125,0.25,0.375,2.65461,2006-10-15,0.667,0.378,0.518,3.557,1.779,3.364,0.803,1.098
,Jaeden Marshall,Combo G,La Salle,,A10,24,54,1.266,109.2,20.9,46.6,53.19,0.7,8.9,10,11.1,75,87,0.862,41,101,0.406,46,135,0.341,0.2,0.7,36.9,Sr,6-4,2,2.03793,113.403,2.1,2026,76928,"Hinesville, GA",,1.10714286,21,45,20,56,0.4667,0.3571,0,1,0,,118.638,116.925,1.68996,82.0383,-1.52534,54.868,-1.056,1.25188,-2.77722,-0.0652634,0.302,0.382,27.624,1.214,0.366,1.54418,-1.60944,0.16,2.04,2.2,1.24,0.32,0.04,11.96,12.0893,2002-10-15,0.750,0.275,0.286,1.157,0.579,0.880,0.801,0.836
,Jalen Dollar,Scoring PG,Cal Baptist,,WAC,10,2.6,0.456,195.9,9.9,100,94.94,0,6.3,5.4,0,3,4,0.75,0,1,0,4,5,0.8,0,1.7,66.7,So,5-10,2,0.963272,169.91,6.7,2026,127276,"Seattle, WA",,1.00000001,0,0,0,1,,0,0,0,,,102.844,103.825,0.379423,5.47214,6.50027,6.063,4.538,5.65619,0.844088,7.01144,5.746,2.620,3.58,0.266,1.530,3.09421,3.91723,0,0.2,0.2,0.1,0.1,0,1.5,8.29107,2005-10-15,0.556,0.850,1.455,-0.706,-0.353,5.394,0.798,1.366
,Tyler Houser,Stretch 4,Delaware,,CUSA,25,68.1,1.389,118.5,22.1,57.7,60.9,6.9,13.1,13,11.3,58,71,0.817,89,156,0.571,41,105,0.39,1.5,0.8,27.2,Sr,6-9,44,3.17223,120.327,3.1,2026,76942,"Camp Hill, PA",,1.2856931,72,115,17,41,0.6261,0.4146,1,2,0.5,,116.502,118.242,1.82969,116.619,-0.660744,62.326,0.007,2.06415,-2.72489,0.308488,0.909,1.262,33.2462,1.363,1.239,2.24908,-1.9406,1.6923,3.7308,5.4231,1.7308,0.4231,0.4231,14.1923,7.90625,2003-10-15,0.758,0.938,0.956,-0.280,-0.140,0.769,0.794,0.809
,Taj DeGourville,Scoring PG,San Diego St.,,MWC,32,47.6,1.062,94.3,20.6,42.9,46.67,2.6,13.4,26,22.6,38,58,0.655,42,110,0.382,18,51,0.353,0.9,2.5,36,So,6-5,24,0.384944,98.1915,3.5,2026,127809,"Las Vegas, NV",59.8,1.99993391,14,36,28,74,0.3889,0.3784,0,0,,,101.839,97.0675,2.46567,116.326,1.03545,42.673,0.600,-1.43986,2.4753,0.578784,0.086,0.092,19.4424,1.140,0.098,-1.9378,2.51658,0.4545,2.3636,2.8182,3.0303,0.8182,0.1212,5.4848,4.74489,2005-10-15,0.800,0.079,0.073,1.567,0.783,0.870,0.793,0.739
,Liam Murphy,Wing F,Purdue,,B10,12,5.7,0.657,124.3,13.2,51.9,51.85,2.9,12.3,5.3,0,0,0,0,2,4,0.5,8,23,0.348,0,0.7,0,Sr,6-8,5,0.604792,115.815,3.6,2026,74678,"Staten Island, NY",,3.00000001,2,3,0,1,0.6667,0,0,1,0,,112.403,106.23,0.725775,12.3136,2.93002,15.418,2.259,3.87363,-0.943607,1.75486,1.467,0.964,7.4333,0.394,0.579,1.34543,0.409425,0.1667,0.75,0.9167,0.25,0.0833,0,2.3333,15.8766,2002-06-06,0.600,0.347,0.578,3.756,1.878,3.345,0.791,1.319
,Parker Gerrits,Combo G,Washington St.,,WCC,30,22.9,0.745,115.2,12,54.8,54.81,5.2,9.6,14.3,18.8,0,0,0,6,12,0.5,15,40,0.375,0,3.1,0,So,6-1,10,0.456368,106.261,4.8,2026,78070,"Olympia, WA",,2.0767763,4,7,2,5,0.5714,0.4,1,1,1,,111.698,109.764,0.808233,49.3666,2.3332,16.140,1.822,2.00979,0.323412,0.545328,0.668,0.498,9.5581,0.790,0.528,-0.90387,1.4492,0.4516,0.8065,1.2581,0.871,0.5484,0,1.8387,8.21012,2004-10-15,0.789,0.417,0.393,1.197,0.598,1.266,0.790,0.745
174,Kayden Edwards,Combo G,TCU,,B12,14,6.3,0.608,110,22.6,57.9,56.39,1.2,10.9,18.8,14.3,1,4,0.25,7,15,0.467,10,23,0.435,0,0.6,10.5,Fr,6-2,7,0.498186,115.103,1.8,2026,134699,"Fort Worth, TX",88,1.60011193,5,9,2,6,0.5556,0.3333,0,0,,,109.351,108.336,0.570453,12.0235,-0.84027,28.002,-0.290,1.45623,-2.2965,0.659417,1.215,0.739,6.3714,0.415,0.504,2.09407,-1.43466,0.0714,0.5714,0.6429,0.5714,0.0714,0,3.2143,14.8845,2006-10-15,0.636,0.320,0.470,3.557,1.779,2.993,0.790,1.158
,Isaiah Sy,Wing G,Oregon St.,,WCC,33,69,1.275,104.5,20.1,45.8,52.18,3.8,15.5,13,14,81,93,0.871,29,92,0.315,64,181,0.354,1.7,1.3,34.1,Jr,6-7,13,1.4359,107.369,3.2,2026,126961,"Marseille, France",,1.27912513,24,64,5,28,0.375,0.1786,0,1,0,,110.918,109.378,2.39205,150.97,0.444768,50.691,0.538,0.724183,-0.279415,0.00600117,0.116,0.148,28.003,1.372,0.160,0.559974,-0.553972,0.8485,3.7576,4.6061,1.6667,0.6061,0.3939,10.0303,11.8526,2003-10-12,0.805,0.128,0.119,1.197,0.598,0.715,0.789,0.733
,Dylan Lakatos,Combo G,Kent St.,,MAC,1,0.1,0.451,300,20,150,150,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Fr,5-11,32,0.538444,286.332,0,2026,134266,"Broadview Hts, OH",,0,0,0,0,0,,,0,0,,,121.17,138.013,-0.0101171,0.074711,21.0923,8.523,24.128,27.8497,-6.75747,128.412,135.555,61.105,3.5,0.052,7.080,111.02,17.3921,0,0.5,0.5,0,0,0,3,42.4459,2006-10-15,0.111,0.787,6.789,-0.706,-0.353,135.202,0.785,6.772
146,Xavion Staton,C,BYU,,B12,9,3.1,0.530,111.8,7.6,50,50.51,2.6,7.5,10,17.2,1,2,0.5,2,4,0.5,0,0,0,12.3,0,50,Fr,7-0,33,0.0538471,95.5787,7.4,2026,135469,"Las Vegas, NV",93,2.99999987,2,3,0,1,0.6667,0,1,1,1,,108.548,106.914,0.46045,7.41075,4.19401,5.830,4.603,-1.43873,5.63274,1.85885,3.314,1.755,4.8333,0.291,0.964,-3.76029,5.61914,0.1111,0.3333,0.4444,0.3333,0,0.5556,0.5556,0,2006-10-15,0.529,0.510,0.929,3.557,1.779,5.092,0.784,1.428
,Duncan Powell,Stretch 4,Providence,,BE,22,27.2,0.987,103.9,14.8,47.7,49.85,4.5,14.3,7.3,15.2,17,28,0.607,12,23,0.522,20,65,0.308,1.6,0.9,31.8,Sr,6-8,31,0.606243,103.202,3.7,2026,75129,"Dallas, TX",39.2,1.13332356,9,17,3,6,0.5294,0.5,0,0,,,114.65,109.56,1.38829,61.3756,0.497584,28.715,0.415,1.0057,-0.508114,-0.329735,-0.308,-0.304,16.7682,0.861,-0.266,0.142743,-0.472479,0.6364,2.3182,2.9545,0.7727,0.2727,0.2727,4.5909,9.77535,2002-07-30,0.733,-0.195,-0.223,3.081,1.540,1.232,0.778,0.892
,Aaron Bradshaw,C,Memphis,,Amer,29,42.6,1.048,113.4,21.8,56.3,60.82,13.4,10.9,5.9,19.7,61,79,0.772,81,141,0.574,9,27,0.333,3.5,1.5,47,Jr,7-1,11,1.76198,119.422,6.4,2026,79253,"Rahway, NJ",99.4,0.38092936,64,97,17,44,0.6598,0.3864,30,37,0.8108,,109.355,105.585,1.87463,89.7951,1.41212,44.229,1.537,1.09705,0.315067,0.558823,0.620,0.650,18.931,1.078,0.668,0.476213,0.08261,2.3448,1.8966,4.2414,0.5517,0.5172,0.5517,8.6207,2.74978,2004-05-14,0.784,0.524,0.509,0.591,0.296,0.915,0.773,0.752
,Emondrek Erkins-Ford,PF/C,Jacksonville St.,,CUSA,29,54.5,1.113,113.7,19.8,54.5,57.27,6.2,13.2,10.1,12,58,89,0.652,84,152,0.553,8,24,0.333,5.4,1.2,50.6,Jr,6-9,13,1.50349,112.226,4.2,2026,135172,"Chicago, IL",,1,63,104,21,48,0.6058,0.4375,6,6,1,,106.791,107.901,2.00389,109.036,1.56822,42.330,1.337,-0.312269,1.88049,1.04196,0.943,1.050,21.3375,1.219,1.150,0.0887265,0.953237,1.375,2.4375,3.8125,0.9688,0.4375,0.875,8.3125,2.2753,2004-10-15,0.784,0.901,0.823,-0.280,-0.140,0.803,0.767,0.700
,Jaheem Webber,C,Southern Illinois,,MVC,18,9.9,0.638,117.1,11.3,58.8,52.88,14.3,11.6,6.7,12.2,2,8,0.25,10,17,0.588,0,0,0,11.4,0.9,47.1,So,6-10,33,0.274146,103.87,5.8,2026,126970,"Normal, IL",,1.25035635,9,14,1,3,0.6429,0.3333,3,3,1,,99.0152,101.086,0.793285,24.6261,5.57225,10.872,5.546,-1.54422,7.11647,1.40593,1.904,1.215,7.0211,0.520,0.989,-2.77645,4.18238,0.8421,0.8947,1.7368,0.2632,0.1053,0.7895,1.3684,0,2005-10-15,0.692,0.685,0.841,0.457,0.228,2.132,0.767,0.942
